Timestamp,Wind Speed,Power
2017-01-01 00:00:00,7.606060028076172,840.74853515625
2017-01-01 00:10:00,7.813292980194092,886.6599731445312
2017-01-01 00:20:00,7.323050022125244,798.42919921875
2017-01-01 00:30:00,7.559484481811523,839.76220703125
2017-01-01 00:40:00,7.5027289390563965,853.2847290039062
2017-01-01 00:50:00,7.606995582580566,803.2279052734375
2017-01-01 01:00:00,7.158512115478516,618.57177734375
2017-01-01 01:10:00,7.700170040130615,854.9642944335938
2017-01-01 01:20:00,8.6762056350708,1061.7193603515625
2017-01-01 01:30:00,9.437821388244627,1576.760498046875
2017-01-01 01:40:00,7.95804500579834,1010.4576416015624
2017-01-01 01:50:00,7.997918605804443,940.034423828125
2017-01-01 02:00:00,7.715726852416992,894.6119995117188
2017-01-01 02:10:00,7.738988876342773,873.5698852539062
2017-01-01 02:20:00,7.928977966308594,936.644775390625
2017-01-01 02:30:00,7.910635471343994,977.3392944335938
2017-01-01 02:40:00,8.129246711730957,1113.569580078125
2017-01-01 02:50:00,8.044508934020996,1040.7880859375
2017-01-01 03:00:00,8.235426902770996,1197.8863525390625
2017-01-01 03:10:00,7.425694942474365,807.6087646484375
2017-01-01 03:20:00,7.850554943084717,823.4426879882812
2017-01-01 03:30:00,7.331164836883545,803.5272827148438
2017-01-01 03:40:00,7.167866230010986,764.4747314453125
2017-01-01 03:50:00,7.013026714324951,685.458251953125
2017-01-01 04:00:00,6.971799373626709,600.5404663085938
2017-01-01 04:10:00,7.013368606567383,656.8455200195312
2017-01-01 04:20:00,7.118706703186035,692.7960205078125
2017-01-01 04:30:00,7.172062873840332,720.3358764648438
2017-01-01 04:40:00,6.973221778869629,676.2293090820312
2017-01-01 04:50:00,6.819419860839844,584.6774291992188
2017-01-01 05:00:00,6.37399435043335,492.4002990722656
2017-01-01 05:10:00,6.96019172668457,683.2483520507812
2017-01-01 05:20:00,6.890104293823242,684.8516845703125
2017-01-01 05:30:00,6.688271522521973,587.3089599609375
2017-01-01 05:40:00,6.986637592315674,710.4531860351562
2017-01-01 05:50:00,7.351325988769531,744.4185791015625
2017-01-01 06:00:00,7.548541069030762,830.8179321289062
2017-01-01 06:10:00,7.398439884185791,843.7998046875
2017-01-01 06:20:00,7.608064651489258,832.83837890625
2017-01-01 06:30:00,7.361495494842529,797.9072875976562
2017-01-01 06:40:00,7.408522129058838,761.0051879882812
2017-01-01 06:50:00,7.016478538513184,809.189453125
2017-01-01 07:00:00,7.183871269226074,801.8905639648438
2017-01-01 07:10:00,7.223721027374268,759.6209716796875
2017-01-01 07:20:00,6.901726722717285,659.4852294921875
2017-01-01 07:30:00,6.880593299865723,612.9846801757812
2017-01-01 07:40:00,6.688161849975586,563.2509765625
2017-01-01 07:50:00,6.055697917938232,451.4419860839844
2017-01-01 08:00:00,5.883908271789551,414.2173461914063
2017-01-01 08:10:00,5.372157096862793,280.845703125
2017-01-01 08:20:00,4.894149303436279,211.6543426513672
2017-01-01 08:30:00,4.77847957611084,166.4635467529297
2017-01-01 08:40:00,4.904281139373779,207.72169494628903
2017-01-01 08:50:00,4.83235502243042,200.3536071777344
2017-01-01 09:00:00,4.577264308929443,172.19044494628906
2017-01-01 09:10:00,4.2685394287109375,109.3648910522461
2017-01-01 09:20:00,3.4807004928588867,58.32698822021485
2017-01-01 09:30:00,4.097818374633789,100.0716552734375
2017-01-01 09:40:00,3.467005491256714,62.84079360961914
2017-01-01 09:50:00,7.737024784088135,832.3226928710938
2017-01-01 10:00:00,7.23676872253418,809.3136596679688
2017-01-01 10:10:00,7.281789779663086,853.4000854492188
2017-01-01 10:20:00,8.633891105651855,1234.3759765625
2017-01-01 10:30:00,9.380468368530272,1634.0174560546875
2017-01-01 10:40:00,9.358111381530762,1665.7650146484375
2017-01-01 10:50:00,8.514313697814941,1331.6611328125
2017-01-01 11:00:00,10.154335021972656,1817.7740478515625
2017-01-01 11:10:00,9.41015911102295,1574.60986328125
2017-01-01 11:20:00,9.36214542388916,1725.0274658203125
2017-01-01 11:30:00,8.114731788635254,1293.141357421875
2017-01-01 11:40:00,8.637640953063965,1548.522216796875
2017-01-01 11:50:00,8.692715644836426,1510.5643310546875
2017-01-01 12:00:00,8.68557071685791,1483.5594482421875
2017-01-01 12:10:00,8.314838409423828,1513.236083984375
2017-01-01 12:20:00,6.782149791717529,751.0421752929688
2017-01-01 12:30:00,8.389028549194336,1380.38427734375
2017-01-01 12:40:00,8.970634460449219,1475.869873046875
2017-01-01 12:50:00,8.590678215026855,1446.72412109375
2017-01-01 13:00:00,9.939682960510254,1939.8155517578125
2017-01-01 13:10:00,8.56745433807373,1299.7095947265625
2017-01-01 13:20:00,8.358107566833496,1345.09130859375
2017-01-01 13:30:00,8.08122730255127,1064.1767578125
2017-01-01 13:40:00,8.178644180297852,1217.301513671875
2017-01-01 13:50:00,9.078500747680664,1591.230712890625
2017-01-01 14:00:00,8.501057624816895,1447.3106689453125
2017-01-01 14:10:00,9.127608299255373,1535.8919677734375
2017-01-01 14:20:00,8.665205001831055,1525.3909912109375
2017-01-01 14:30:00,8.235594749450684,1182.4385986328125
2017-01-01 14:40:00,6.501189708709717,667.6366577148438
2017-01-01 14:50:00,7.617852210998535,939.1514282226562
2017-01-01 15:00:00,8.04599666595459,1150.7237548828125
2017-01-01 15:10:00,8.572039604187012,1414.0
2017-01-01 15:20:00,7.939819812774658,1101.7191162109375
2017-01-01 15:30:00,7.869282722473144,983.2030029296876
2017-01-01 15:40:00,7.556002616882324,962.1513061523438
2017-01-01 15:50:00,7.702894687652588,1035.1756591796875
2017-01-01 16:00:00,7.103783130645752,878.6471557617188
2017-01-01 16:10:00,6.804015159606934,742.8088989257812
2017-01-01 16:20:00,6.964508533477783,643.025390625
2017-01-01 16:30:00,6.643267154693604,571.1875610351562
2017-01-01 16:40:00,6.129306793212891,548.5333251953125
2017-01-01 16:50:00,6.443384170532227,595.0938110351562
2017-01-01 17:00:00,7.0371994972229,711.5214233398438
